frame,action,room,x,y,lives,level,items,orb_count_or_score_lo,dx,dy,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127
16,8,1,61,246,5,0,0,210,-1,-2,84,0,4,1,0,235,84,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,61,246,14,254,240,53,0,4,4,0,76,6,0,0,255,0,5,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,3,2,0,62,19,0,0,0,0,0,0,185,210,0,0,0,95,64,255,255,0,57,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
17,17,1,60,244,5,0,0,210,-1,-2,85,0,4,1,0,114,253,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,60,244,14,254,240,53,0,4,4,0,76,6,0,0,255,0,5,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,2,2,0,61,19,0,0,0,0,0,0,185,210,0,0,0,159,64,255,255,0,57,18,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
18,4,1,59,241,5,0,0,210,-1,-3,86,0,4,1,0,218,7,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,59,241,14,254,240,53,0,4,4,0,76,6,0,0,255,0,5,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,1,2,0,60,19,0,0,0,0,0,0,185,210,0,0,0,191,64,255,255,0,57,18,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
19,9,1,58,238,5,0,0,210,-1,-3,87,0,4,1,0,173,8,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,58,238,14,254,240,53,0,4,4,0,76,6,0,0,255,0,5,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,0,2,0,59,19,0,0,0,0,0,0,185,210,0,0,0,159,64,255,255,0,57,18,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
20,3,1,58,235,5,0,0,210,0,-3,88,0,7,1,0,179,25,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,58,235,14,254,240,52,0,4,4,0,76,8,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,0,1,19,10,0,0,0,0,0,185,210,0,0,0,127,64,255,255,0,57,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
21,2,1,58,233,5,0,0,210,0,-2,89,0,7,1,0,153,42,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,58,233,14,254,240,52,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,1,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,19,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
22,10,1,57,231,5,0,0,210,-1,-2,90,0,7,1,0,111,127,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,57,231,14,254,240,52,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,2,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,19,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
23,15,1,57,229,5,0,0,210,0,-2,91,0,7,1,0,205,129,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,57,229,14,254,240,52,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,3,0,19,0,0,0,0,0,0,185,210,0,0,0,175,64,255,255,0,57,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
24,17,1,56,227,5,0,0,210,-1,-2,92,0,7,1,0,146,130,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,56,227,14,254,240,51,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,4,0,19,0,0,0,0,0,0,185,210,0,0,0,159,64,255,255,0,57,20,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
25,3,1,56,225,5,0,0,210,0,-2,93,0,7,1,0,123,135,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,56,225,14,254,240,51,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,5,0,19,0,0,0,0,0,0,185,210,0,0,0,127,64,255,255,0,57,20,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
26,11,1,55,223,5,0,0,210,-1,-2,94,0,7,1,0,192,137,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,55,223,14,254,240,51,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,6,0,19,0,0,0,0,0,0,185,210,0,0,0,127,64,255,255,0,57,20,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
27,13,1,55,221,5,0,0,210,0,-2,95,0,7,1,0,133,154,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,165,208,21,208,101,209,108,209,1,211,93,253,55,221,14,254,240,51,0,4,4,0,76,6,0,0,255,0,5,255,0,0,11,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,7,0,19,0,0,0,0,0,0,185,210,0,0,0,223,64,255,255,0,57,20,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
28,10,1,54,219,5,0,0,210,-1,-2,96,0,7,1,0,74,175,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,54,219,14,254,240,50,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,8,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,20,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
29,6,1,54,217,5,0,0,210,0,-2,97,0,7,1,0,19,241,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,54,217,14,254,240,50,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,9,0,19,0,0,0,0,0,0,185,210,0,0,0,111,64,255,255,0,57,20,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
30,17,1,53,215,5,0,0,210,-1,-2,98,0,7,1,0,248,19,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,53,215,14,254,240,50,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,10,0,19,0,0,0,0,0,0,185,210,0,0,0,159,64,255,255,0,57,20,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
31,15,1,53,213,5,0,0,210,0,-2,99,0,7,1,0,76,52,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,53,213,14,254,240,50,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,11,0,19,0,0,0,0,0,0,185,210,0,0,0,175,64,255,255,0,57,20,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
32,14,1,52,211,5,0,0,210,-1,-2,100,0,7,1,0,16,92,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,52,211,14,254,240,49,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,12,0,19,0,0,0,0,0,0,185,210,0,0,0,111,64,255,255,0,57,20,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
33,16,1,52,209,5,0,0,210,0,-2,101,0,7,1,0,244,228,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,52,209,14,254,240,49,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,13,0,19,0,0,0,0,0,0,185,210,0,0,0,95,64,255,255,0,57,20,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
34,8,1,51,207,5,0,0,210,-1,-2,102,0,7,1,0,89,45,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,51,207,14,254,240,49,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,14,0,19,0,0,0,0,0,0,185,210,0,0,0,95,64,255,255,0,57,20,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
35,1,1,51,205,5,0,0,210,0,-2,103,0,7,1,0,47,119,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,165,208,21,208,100,209,107,209,4,211,152,253,51,205,14,254,240,49,0,4,4,0,76,6,0,0,255,0,5,255,0,0,12,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,15,0,19,0,0,0,0,0,0,185,210,0,0,0,255,64,255,255,0,57,20,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
36,17,1,50,203,5,0,0,210,-1,-2,104,0,7,1,0,13,153,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,50,203,14,254,240,48,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,16,0,19,0,0,0,0,0,0,185,210,0,0,0,159,64,255,255,0,57,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
37,0,1,50,201,5,0,0,210,0,-2,105,0,7,1,0,210,171,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,50,201,14,254,240,48,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,17,0,19,0,0,0,0,0,0,185,210,0,0,0,255,64,255,255,0,57,21,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
38,2,1,49,199,5,0,0,210,-1,-2,106,0,7,1,0,187,252,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,49,199,14,254,240,48,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,18,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,21,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
39,12,1,49,197,5,0,0,210,0,-2,107,0,7,1,0,128,5,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,49,197,14,254,240,48,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,19,0,19,0,0,0,0,0,0,185,210,0,0,0,191,64,255,255,0,57,21,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
40,0,1,48,195,5,0,0,210,-1,-2,108,0,7,1,0,68,14,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,48,195,14,254,240,47,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,20,0,19,0,0,0,0,0,0,185,210,0,0,0,255,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
41,15,1,48,193,5,0,0,210,0,-2,109,0,7,1,0,8,18,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,48,193,14,254,240,47,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,21,0,19,0,0,0,0,0,0,185,210,0,0,0,175,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
42,10,1,47,191,5,0,0,210,-1,-2,110,0,7,1,0,220,54,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,47,191,14,254,240,47,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,22,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
43,7,1,47,189,5,0,0,210,0,-2,111,0,7,1,0,160,91,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,165,208,21,208,101,209,108,209,3,211,93,253,47,189,14,254,240,47,0,4,4,0,76,6,0,0,255,0,5,255,0,0,13,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,23,0,19,0,0,0,0,0,0,185,210,0,0,0,175,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
44,10,1,46,187,5,0,0,210,-1,-2,112,0,7,1,0,164,236,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,46,187,14,254,240,46,0,4,4,0,76,6,0,0,255,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,24,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
45,2,1,46,185,5,0,0,210,0,-2,113,0,7,1,0,169,53,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,46,185,14,254,240,46,0,4,4,0,76,6,0,0,255,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,25,0,19,0,0,0,0,0,0,185,210,0,0,0,239,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
46,6,1,45,183,5,0,0,210,-1,-2,114,0,7,1,0,191,94,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,165,208,21,208,100,209,107,209,2,211,152,253,45,183,14,254,240,46,0,4,4,0,76,6,0,0,255,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,2,26,0,19,0,0,0,0,0,0,185,210,0,0,0,111,64,255,255,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
